Descriptor,Aliases,DUNS
Truking Technology Ltd.,Truking Technology|楚天科技股份有限公司|Truking Technology Ltd.|Truking Group|楚天科技,546867524
Trung Do Joint Stock Company,Trung Do Joint Stock Company|CTCP Trung Đô,556409002
Truphone Limited,Truphone|Software Cellular Network Limited|SCN Limited,221685881
Trust Thamesmead,Thamesmead Town Ltd,288897218
Tssogpvii Po Gorodu Kurganu Gbu,,
Tubacero S.A. de C.V.,Tubacero|Woldenberg Group|Grupo Woldenberg|Tubacero S.A. de C.V.,810814558
Tucana Inversiones SA SICAV,,460481836
Tucker Drilling Company,TUCKER DRILLING CO|TUCKER DRILLING,008031387
Tulip Star Hotels Ltd,Cox & Kings Travel & Finance Ltd.|Cox and Kings Travel and Finance Ltd.,918467379
Tulsa Cable,Tulsa Cable Television Inc,058080433
Tumac Hoists Ltd,,288759442
Turbodyne Technologies Inc,TURBODYNE TECHNOLOGIES INC|Dundee Resources,005083154
Turgai-Petroleum,Turgai Petroleum,366490915
Turk Sise ve Cam Fabrikalari AS,"Cam Pazarlama A.S.|Sisecam AS|Trakia Glass Bulgaria EAD|Cam Is Lojistik Hizmetleri AS|Sise Cam A.S.|Sisekam|شيشاجام|Pasabahce Cam|TURKISH BOTTLE AND GLASS FACTORY|Cam Pazarlama AS|Posuda LLC|Posuda|Ruscam Pokrovsky Plant|Trakiya Glass Bulgaria EAD|Turkiye Sise Ve Cam|TURKIYE SISE VE CAM FABRIKALARI AS|SISE CAM|SISE CAM AS|Merefianska|""Posuda"" Ltd.|Pasabahce Eskisehir Cam",628121980
Turner Pitt and Associates Ltd,,288713613
Tussa Kraft AS,Tussa Nett AS|Tussa Energi AS,517764213
Tutor.com Inc.,"The Princeton Review|Tutor.com, Inc.|Education Holdings 1 Inc.",075334149
Tverskaya energosbytovaya kompaniya OJSC,"Tverskaya Energy Retail Company|Tverenergosbyt OAO|Tverskaya energosbytovaya kompaniya OAO|ОАО ""Тверская энергосбытовая компания""|Tver Power Sale Co.|Tverskaya Energosbitovaya Kompaniya|ОАО ""Тверьэнергосбыт""|TESK OAO|Tver Energy Retail Company OJSC",354867656
Tveruniversalbank,"ТВЕРЬУНИВЕРСАЛБАНК|ОАО ""Тверьуниверсалбанк""|TVERUNIVERSALBANK|ОАО Акционерный коммерческий банк ""Тверьуниверсалбанк""|""Тверьуниверсалбанк""|Акционерный коммерческий банк Тверьуниверсалбанк|TVERUNIVERSAL BANK",683739855
Twente Medical Systems International BV,TMS,412590226
TxB Transaktionsbank GmbH,Plus Bank AG|PlusBank AG|LB Transaktionsbank GmbH,537719999
Tyne Tees Finance Limited,,
TyraTech Inc,Tyra Tech Inc.,782845882
U I S LTD,SOFTWARE TECHNETICS,291660124
U. H. Zaveri Ltd,UH Zaveri|UH Zaveri Limited,861296669
U.S. Grains Council,USGC|US Grains Council,030227104
UB Bancorp,The Little Bank Inc|Union Bank,053016213
UBS Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF,,
UFJ Holdings Inc,,691750996
UIB International Ltd,United Insurance Brokers Ltd,505545582
UIEvolution Inc,,037480238
ULTRA CENTRIFUGE NEDERLAND,,403516453
ULTRAGLIDE,,719175874
UNION COMMERCIAL BANK,,656276482
UNION MOBILIERE D'INVESTISSEMENTS,,275737963
UNITED DUTCH GROUP,,404133019
UNIVERSALNAYA Constructive KORPORATSIYA OOO,,
UNO Holding,,444820856
UPPER CLYDE SHIPBUILDERS,,288227879
UPS Yamato Co Ltd,ヤマト・ユーピーエス株式会社|ヤマト・ユーピーエス,691631741
UR Holding SpA,,440275142
URBAN SECURITY CO,アーバンセキュリティ|株式会社 アーバンセキュリティ,709353825
URBUS Properties Ltd,Waltus Investments|Waltus Property Investments|URBUS Properties Limited,591464425
URS Corporation,LopezGarcia Group Inc.|BP Barber & Associates Inc|URS Safety Management Solutions LLC|Signet Testing Labs Incorporated|يو آر إس كورب|URS Australia|Urs Italia spa|EG&G Technical Services Corp.|URS Corporation Holdings (UK) Ltd|Dames and Moore Group|Urs Europa|URS Federal Support Services Inc|Centro Oceanografico Mediterraneo|URS Federal Technical Services Inc|يو آر أس كوربوريشن|URS Europe Ltd|ＵＲＳ|URS International Inc|شركة يو آر أس|Cleveland Wrecking Company|URS Infrastructure & Environment UK Ltd|Apptis Holdings Inc.|URS Federal Services Inc|Washington River Protection Solutions LLC|Washington Group International Inc.|Ceom|Scott Wilson Group PLC|Greiner Engineering Inc|URS France|URS Deutschland GmbH|Dames & Moore Group,043271568
URU Metals Limited,Niger Uranium Limited|Umnex Minerals Limpopo Pty Ltd (UML)|Niger Uranium SA,538418321
US Arctic Research Commission,美国北极研究委员会|美國北極研究委員會|Arctic Research Commission|U.S. Arctic Research Commission,556931967
US Office Products Co,Gen I Limited|US OFFICE PRODUCTS|US Office Products Co.|US OFFICE PRODUCTS CO,050148664
US Precision Glass Company,,144334729
USA Petroleum Corporation,USA PETROLEUM,101157675
"USEN-NEXT HOLDINGS Co.,Ltd.","株式会社Ｕ－ＮＥＸＴ|USEN Co., Ltd.|株式会社USEN|株式会社USEN-NEXT HOLDINGS|USEN-NEXT HOLDINGS Co.,Ltd.",716333471
Uelzener Maschinenfabrik Friedrich Maurer Gmbh,MASCHINENFABRIK UELZENER MAURER,315673483
Uhelne Sklady Jihlava AS,,495868767
Ultimo,,047338627
Umbrella Films Ltd,,288968092
Umedix India Ltd,,916157431
Umvd Rossii Po Omskoi Oblasti Fku,,
Uni-Select Inc,"Automotive Coatings and Equipment|Dash Distributors Inc.|Metro Paint Supplies Inc|TW Pike Sales Ltd|UNI SELECT|Select Canada Stores|L.I.C., Inc|Impact Auto Parts Inc.|T-W Pike Sales Ltd|Pieces d’Auto St-Jean Inc.|Lowell’s PCE|KC Distributing Inc.|Automotive Information Management Inc.|Autochoice Parts & Paints Limited|Pacific Parts Ltd.|Autobody Supply Company, Inc.|UNI SELECT INC.|Parts Depot|APS Tower Paint Company Inc|UNI SELECT INC|PA Topco|Refinishings Supply Inc|Duncan Auto Parts Ltd|Pièces D'Auto St-Jean inc.|Bbc Superfactors Limited|Uni-Select Canada|Hi-Tec/Professional Paint|A. D’Angelo & Sons, Inc.|Aquia Auto Parts Inc|Refinish Solutions|DB Rick's Inc|Pieces D'Auto St-Jean|Annex Group Inc.|Gladwin Paint Company|Consumer Auto Parts, Inc|The Parts Alliance Ltd|Auto Body Supply|Auto Paint Specialists Inc|St-Jean Auto Parts|J.K. Distributors, Inc.|FinishMaster Canada, Inc.|Replacement Parts Depot Ltd.|CB Hoare Auto Parts|Blaise of Color Inc.|Zitco, Inc|Crown Auto Body Supply LLC|FinishMaster, Inc.|Automotive Coatings & Equipment|Spectrum Coatings|Vancouver Autocolor Ltd|C.B. Hoare Auto Parts",205788953
UniVision Engineering Limited,T Com Tech Co Ltd|聯視工程|联视工程,686124058
Unicer Bebidas de Portugal SGPS SA,Unicer-Bebidas|UNICER UNIAO CERVEJEIRA SA|UNIAO CERVEJARIA SA|Vidago Melgaco Pedras Salgadas|UNICER UNIAO CERVEJARIA SA|UNICER,336662031
Unidad De Gestion Educativa Local Grau,,
Unifarm ad Sabac,,360259624
Unilever Ventures Ltd,,232827738
Unimit Engineering PCL,,660996125
Union Communications Ltd,,775266745
Union Group Inc.,,198448826
Union Of Pan Asian Communities,,
Union-INVEST OOO,,
Unione Dei Comuni Dellappennino Bolognese,,
Unipar Indupa S.A.I.C.,INDUPA SAIC|Solvay Indupa S.A.I.C.|PVC INDUPA|INDUPA PVC|Indupa S.A.I.C.,970006268
Unique Co-operative Solutions Inc,,191982776
Unitas Holdings Limited,宏海控股集团有限公司|宏海控股集團有限公司|川盟金融集團有限公司|Chanceton Financial Group Limited|Unitas Holdings Limited|川盟金融集团有限公司,663563272
United Ability Inc.,,
United Ambient Media AG,Edgar Medien AG|United Ambient Media|Boomerang Medien GmbH,344471636
United Concordia Companies Inc,,868941832
United Dairymen of Arizona,UDAZ|United Dairymen of Arizona,007961949
United Financial Bancorp Inc,Rockville Bank|Rockville Financial Inc.,192968084
United Financial Services Inc,,787195460
United Gulf Investment Corporation B.S.C.,Gulf Union Insurance Co|الشركة الخليجية المتحدة للإستثمار|UNITED GULF INDUSTRIES|United Gulf Industries Corp|UGIC|United Gulf Industries Corporation B.S.C.|الشركة الخليجية المتحدة للاستثمار|NATIONAL CHEMICAL INDUSTRIES NACIC|الخليجية المتحدة للاستثمار,643825649
United Media Group Pty,,757688155
United Oversea Enterprises Ltd,,686143645
United Overseas Bank Limited,Overseas Union Bank of Singapore|United Overseas Bank of Singapore|Overseas Union Bank Limited|PT Bank UOB Buana|United Overseas Bank Ltd|UOB Philippines|Bank UOB Buana Tbk PT|UOB Asia Limited|大華銀行|UOB Asset Management Limited|華聯銀行|UOB Global Capital SARL|大华亚洲有限公司|UOB Bullion and Futures (Thai)|大華亞洲有限公司|PT Bank UOB Indonesia|UOB Venture Management Pte Ltd|Bank Buana|The Bank of Asia PCL|United Overseas Bank (Malaysia) Bhd|BANK OF ASIA PCL|PT Bank Buana Indonesia|United Overseas Bank (Thai) PCL|大华银行|United Overseas Insurance Limited|华联银行|ユナイテッド・オーバーシーズ・バンク|United Overseas Finance Limited|United Overseas Bank,595120049
United Pacific Corp Ltd,,590223780
United States Aircraft Insurance Group,,149169810
United States Department of the Navy,US Department of Navy (DON)|US Navy|US-Marinecorps|U.S. Department of the Navy|Department of the Navy of the United States|Marinha dos Estados Unidos|美国海军部|Marinha dos EUA|ВМС США|United States Navy|美國海軍部|وزارة البحرية الامريكية|U.S. Department of Navy|Department of Navy of the United States|Marinha dos Estados Unidos da América|US Department of the Navy|U.S. Navy Department|US-Marine,884006032
United States Institute of Peace,United State Institute of Peace|Instituto de la Paz de Estados Unidos|U S Institute of Peace|The United States Institute of Peace|U.S. Institute for Peace|USIP|Peace Institute of United States|US Institute for Peace|Instituto de Paz en Estados Unidos|US Institute of Peace|United States Institute for Peace|معهد السلام الأمريكي|Institute of Peace|U.S. Institute of Peace,079789933
United States Pharmacopeial Convention,US Pharmacopeial Convention|USP,074845140
United Technologies Canada Ltd,,
Unitil Corporation,"Unitil Realty Corp.|Unitil Fitchburg Gas & Electric Company Inc|Unitil Resources Inc.|Northern Utilities Inc.|Unitil Power Corp.|Unitil Service Corp.|Granite State Gas Transmission, Inc.|Fitchburg Gas & Electric Light Co Inc|Northern Utilities, Inc.|Exeter & Hampton Electric Co.|Concord Electric Co.",121361729
Universal Trailer Corporation,"Universal Trailer Corporation|Universal Trailer Holdings Corp|Wells Cargo, Inc.",137826710
Universe Printshop Holdings Limited,Universe Printshop Holdings Limited|環球印館控股有限公司|环球印馆控股有限公司,815565513
"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Universidade Estadual Paulista|Unesp|São Paulo State University|Sao Paulo State University|Universidade Estadual Paulista Júlio de Mesquita Filho|Universidade Estadual de Paulista,899021836
University Of International Business & Economics,,
University of Mindanao,um|جامعة مينداناو,719572463
University of Rochester,Universidad de Rochester|Rochester Universität|Universität Rochester|جامعة روتشستر,839835626
University of Virginia,Universidade da Virgínia|UVa|Universität von Virginia|Università di Virginia|Universidad de Virginia|جامعة فرجينيا|l'université de Virginie|U.Va.|Università della Virginia,031876233
Universo Srl,,
Univerzal a.d. Bijeljina,,643380764
Uno Martin home a.d. Smederevo,Uno Martin home ad,360257386
Untangle Incorporated,Metavize Inc|Cymphonix Corporation|eSoft Inc|Untangle Inc,134634158
Unylon AG,EUROPEAN CAPITAL BETEILIGUNGEN ECB AG|East Capital Beteiligungen AG|UNYLON POLYMERS GmbH,344912480
Upravlenie Roskomnadzora Po Yuzhnomu Federalnomu Okrugu Fku,,
Urals Civil Aviation Department,"Ural Airlines|""Уральские авиалинии""|URALS CIVIL AVIATION DEPARTMENT AEROFLOT|Авиакомпания ""Уральские авиалинии""|URAL AIR|ОАО ""Авиакомпания ""Уральские авиалинии""|URALS AIRLINES|ОАО ""Уральские авиалинии""|ОАО АК ""Уральские авиалинии""",645906942
Urban Hi-Breed Farm Limited,,
Urbisprojekt a.d. Novi Sad,Urbisprojekt AD,360271557
Urethane Technologies Inc,POLYMER DEVELOPMENT LABORATORIES|URETHANE TECHNOLOGIES UTI|BRIN MONT|URETHANE TECHNOLOGIES,150957900
Urgalugol,"ОАО ""Ургалуголь""|Urgalugol",365545552
Urologix Inc,ユーロロジックス,785735796
User Local Inc.,User Local Incorporated|ユーザーローカル|株式会社ユーザーローカル,711799689
Usluzne Djelatnosti a.d.,,
Utilico Emerging Markets Limited,Utilico Emerging Market Limited|Utilico Emerging Mkts Utilities Ld|Utilico Emerging Markets Utilities Limited,875666927
Utv Limited,,
Utva-Mepro ad Padina,Utva Mepro ad Padina,360273565
V E B KOMB BAU LEIPZIG,,
V Ships Monaco,Shipping Management SAM,401011093
V V HOLDING,,305554797
VA Grupo - Vista Alegre Participacoes SA,VAA - Vista Alegre Atlantis|VA Grupo|VA Grupo Vista Alegre Participacoes SA|Vista Alegre Atlantis|V.A. Grupo-Vista Alegre Participacoes S.A.|Grupo Vista Alegre|Vista Alegre Atlantis SGPS SA|VA Grupo-Vista Alegre Participacoes SA|Vista Alegre Participacoes S.A.|VAA Vista Alegre Atlantis|V.A. Grupo Vista Alegre Participacoes S.A.,450473715
VACUUM TANKERS,,985100031
VAN DE MORTEL,,414443374
"VAT ""Soiuz""",Soyuz|Soiuz,365960975
VAVO COM,,
VCC Perfect Pictures AG,VCC Perfect Pictures|VCC-Gruppe|VCC Perfect Pictures AG,328248539
VEF AS,V E F (RIGA)|VEF AS|VEF|VEF JSC,731464020
VEGETARIAN FEAST,,227211349
VGI Health Technology Ltd.,MOKO.mobi|MOKO mobi Limited|EyeVibe|Moko Social Media Ltd.|Moko Social Media Limited|Loop Mobile Limited|Invictus Biopharma Ltd|MOKO.mobi Limited|mbuzzy.com|Tagroom.com|Azure Health Technology Ltd.|Loop Mobile|Tagroom Pty Ltd,752968334
VGI Partners Asian Investments Ltd,,746786810
VHF-Technologies SA,,
VI Pann Chemicals,,096314216
VIB Vermoegen AG,VIB Vermögen AG|BBI Buergerliches Brauhaus Immobilien AG|Buergerliches Brauhaus Ingolstadt AG,329835206
VIDEOSOM,,904670577
VINIUM UK,,735380854
VISTA TRAVEL,,231967365
VITAREAKTIV OOO,,
VOLKSBANK DURLACH,,325968931
Vacances en Campagne Limited,,225070424
Vacon Oy,Vaasa Controls Oy|Vacon Plc|Vacon Sweden|Vaasa Control Oy,369064683
Vagheggi Spa,,
Valco Manufacturing Company Inc,,199144221
Valongodis - Sociedade De Distribuição S.A.,,
"Van Ausdall & Farrar, Inc.",Van Ausdall & Farrar Inc.,016451619
Van Eck Funds Global Leaders Fund,,080538004
Van Herk Groep B.V.,,
Vanadiumcorp Resource Inc.,PacificOre Mining Corp|International Homestead Resources|Novawest Resources Inc.|Apella Resources Inc.,255390528
Vanguard Group Holdings Ltd,Harthall Limited|PNC Telecom Services|V3Biz|V3Fun|V3Com|KJC Mobile Phones Ltd|Vanguard Plc|V3Shops,641101113
Varichem Pharmaceuticals (Pvt) Ltd,,
Vast China Co. Ltd,,
Vector Fields Ltd,,289946014
Vector Inc (2656),ベクター|株式会社ベクター,704903889
Vedron Ltd,,244236402
Vegas77 Entertainment SE,Curcho Capital SE,341745179
Veiling Haspengouw SCRL,,370222325
Velafl Ehf.,,
Velcan Holdings S.A.,Velcan Energy Brazil Ltda|Velcan SA|Velcan Energy,278616961
Velcro Canada Inc,,
Venari Resources LLC,,063108681
Ventilux Ltd.,,986034759
Veolia Transporte Bilbao SA,,
Veridian Credit Union,ohn Deere Community Credit Union (JDCCU®)|John Deere Community Credit Union|John Deere Employees Credit Union|JDCCU,555417799
Verizon Communications Inc.,"Empire City Subway Company Limited|Senion|Verizon International Ltd.|BELL ATLANTIC MOBILE SYSTEMS INC|Com Systems Inc|CloudSwitch Inc|BELL ATLANTIC FEDERAL SYSTEMS|FLAG Ltd.|XO Communications Services Inc|Verizon通信|威瑞森電信公司|Ubizen SA|BELL ATLANTIC ENTERPRISES|ベライゾン・コミュニケーションズ|TracFone Wireless|Cellular 2000|فيرايزون للاتصالات|NEW JERSEY BELL TELEPHONE CO|BELL ATLANTIC NEW YORK|upLynk|Cybertrust Inc|Rural Cellular Corporation|버라이즌 커뮤니케이션스|オース|BELL ATLANTIC NYNEX MOBILE|Verizon Communications Corp|ベライゾン|Straight Path Communications Inc.|Verizon公司|Verizon通訊|Bell Atlantic Delaware|Bell Atlantic Washington D.C. Inc.|Verizon Internet Services|米ヤフー|ベライゾンコミュニケーションズ|Verizon Wireless|Verizon Consumer Group|威瑞森通訊|Verizon Federal Inc|OnePoint Communications Corp.|Vessel Group, Inc.|Bell Atlantic Corp.|Diamond State Telephone|Cellco Partnership|Dedigate NV|Nextlink Wireless LLC|Go90|Verizon Digital Media Services|BELL ATLANTIC VIDEO SERVICES CO|GTE Corporation|버라이존 커뮤니케이션스|버라이즌|Primeco Personal Communications L.P.|Bolt Beranek & Newman|Metro Mobile CTS|Verizon Avenue|BELL ATLANTIC INTL WIRELESS|Verizon Delaware Inc|Verizon Hawaii Inc|Verizon通讯|Verizon Global Solutions Inc|BELL ATLANTIC DIRECTORY SERVICES|Verizon Pennsylvania Inc|威瑞森电信|Bell Atlantic Business Systems Services|Contel Corporation|Verizon New England|Verizon FiOS TV|BlueJeans|BELL ATLANTIC COMMUNICATIONS INC|Verizon Directories Corp|BELL ATLANTIC MARYLAND INC|FiOS TV|Verizon Southwest Inc|Fiber Link Around the Globe Ltd.|SocialRadar Inc.|AGS Computers Inc|Verizon Washington|버라이존커뮤니케이션스|Verizon Florida Inc|威瑞森公司|Herold Business Data GmbH|Niddel Corp|Mediatel (Czech publisher)|Verizon Global Networks Inc|SocialRadar, Inc.|威瑞森|شركة فيريزون|Telogis Inc.|Moment Design Inc|BELL ATLANTIC NTWK INTGRTN|BELL ATLANTIC INTERNET SOLUTIONS INC|Verizon New Jersey Inc|威瑞森电信公司|Blue Jeans Network, Inc.|Equatorial Communications Co|GTE Southwest Incorporated|BELL ATLANTIC PENNSYLVANIA INC|BELL ATLANTIC LARGE BUSINESS SERVICES|威瑞森電信|Sensity Systems Inc.|Verizon New York Inc|Anglo-Canadian Telephone Co|버라이존|A Beeper Company Associates|Fleetmatics Group PLC|BELL ATLANTIC INC|شركة فيرايزون للاتصالات|Verizon Communications, Inc.|버라이즌커뮤니케이션스|威訊通訊|Verizon California|BELL ATLANTIC NEW JERSEY|OnCue Cloud|BELL ATLANTIC NETWORK SERVICES INC|Nynex Corp.|BELL ATLANTIC NETWORK SERVICE INC|ProtectWise Inc.|MCI Inc|Verizon Northwest Inc.|BELL ATLANTIC NETWORK INTEGRATION INC|Verizon Enterprise Solutions LLC|Ubizen S.A.|Movildata International SL|BBN Planet|Terremark Worldwide Incorporated|HUGHES Telematics Inc.|Verizon Maryland|BELL ATLANTIC VIRGINIA|Verizon Virginia Inc|BELL ATLANTIC WEST VIRGINIA|威讯通讯|威瑞森通讯|Inceptor, Inc.|Verizon Data Services India Private Limited|شركة فيريزون للاتصالات|BELL ATLANTIC ELECTRONIC PUBLIS|BELL ATLANTIC TELEPRODUCTS|Verizon Business International|Verizon Australia Pty Ltd",107212169
